PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,InGroup,Deck,Side,CabinPosition,TotalSpent,RoomService_used,RoomService_big_spender,FoodCourt_used,FoodCourt_big_spender,ShoppingMall_used,ShoppingMall_big_spender,Spa_used,Spa_big_spender,VRDeck_used,VRDeck_big_spender,TotalSpent_big_spender
2298_01,Earth,0,PSO J318.5-22,33.0,0,270.0,412.0,1.0,0.8,5.0,0,1,0,F,P,Front,688.8,1,1,1,1,1,0,1,0,1,0,0
2299_01,Mars,0,TRAPPIST-1e,35.0,0,174.0,0.0,381.0,0.0,62.0,0,1,0,F,S,Front,617.0,1,1,0,0,1,1,0,0,1,0,0
2300_01,Europa,0,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,8195.0,0,2,1,C,P,Front,8195.0,0,0,0,0,0,0,0,0,1,1,1
2300_02,Europa,0,55 Cancri e,34.0,0,0.0,22.0,103.2,3028.0,3768.0,0,2,1,C,P,Front,6921.2,0,0,1,0,1,1,1,1,1,1,1
2301_01,Earth,0,TRAPPIST-1e,23.0,0,1010.0,0.0,33.0,10.0,0.0,1,3,1,F,S,Front,1053.0,1,1,0,0,1,0,1,0,0,0,0
2301_02,Earth,0,55 Cancri e,37.0,0,1508.0,144.8,0.0,1.0,0.0,0,3,1,G,S,Front,1653.8,1,1,1,0,0,0,1,0,0,0,0
2301_03,Earth,0,55 Cancri e,24.0,0,1367.0,0.0,1.0,0.0,0.0,0,3,1,F,S,Front,1368.0,1,1,0,0,1,0,0,0,0,0,0
2302_01,Europa,0,TRAPPIST-1e,54.0,1,0.0,3381.0,0.0,4463.0,34.0,0,1,0,A,P,Front,7878.0,0,0,1,1,0,0,1,1,1,0,1
2303_01,Mars,0,55 Cancri e,52.0,0,1377.0,0.0,32.0,22.0,0.0,1,1,0,F,P,Front,1431.0,1,1,0,0,1,0,1,0,0,0,0
2305_01,Earth,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2306_01,Europa,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2306_02,Europa,0,TRAPPIST-1e,34.2,0,0.0,0.0,0.0,0.0,0.0,1,6,1,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2306_03,Europa,0,TRAPPIST-1e,22.0,0,0.0,297.0,3.0,676.0,2924.0,0,6,1,C,P,Front,3900.0,0,0,1,1,1,0,1,1,1,1,1
2306_04,Europa,0,55 Cancri e,27.0,0,0.0,12077.0,0.0,75.0,0.0,1,6,1,C,P,Front,12152.0,0,0,1,1,0,0,1,0,0,0,1
2306_05,Europa,1,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,6,1,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2306_06,Europa,0,55 Cancri e,47.0,0,1320.0,428.0,4.0,24.0,0.0,0,6,1,C,P,Front,1776.0,1,1,1,1,1,0,1,0,0,0,0
2308_01,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,D,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2308_02,Europa,0,55 Cancri e,49.0,0,9.0,2426.0,95.0,1249.0,168.0,0,4,1,D,S,Front,3947.0,1,0,1,1,1,1,1,1,1,1,1
2308_03,Europa,0,TRAPPIST-1e,33.0,0,0.0,2012.0,1.0,9124.0,4.0,0,4,1,D,S,Front,11141.0,0,0,1,1,1,0,1,1,1,0,1
2308_04,Europa,0,TRAPPIST-1e,67.0,0,0.0,4715.0,0.0,599.0,6.0,1,4,1,D,S,Front,5320.0,0,0,1,1,0,0,1,1,1,0,1
2309_01,Earth,1,PSO J318.5-22,5.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2310_01,Europa,1,55 Cancri e,60.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,D,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2310_02,Europa,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,D,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2310_03,Europa,0,TRAPPIST-1e,59.0,0,0.0,2210.0,0.0,4085.0,11.0,0,4,1,D,P,Front,6306.0,0,0,1,1,0,0,1,1,1,0,1
2310_04,Europa,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,D,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2311_01,Earth,0,TRAPPIST-1e,33.0,0,0.0,763.0,1.0,66.0,84.0,0,1,0,G,P,Front,914.0,0,0,1,1,1,0,1,0,1,0,0
2312_01,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2313_01,Mars,0,TRAPPIST-1e,29.0,0,1365.0,0.0,791.0,210.0,0.0,0,1,0,F,P,Front,2366.0,1,1,0,0,1,1,1,1,0,0,0
2314_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2315_01,Europa,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,B,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2316_01,Earth,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2317_01,Earth,0,TRAPPIST-1e,39.0,0,0.0,454.0,0.0,454.0,0.0,0,1,0,G,S,Front,908.0,0,0,1,1,0,0,1,1,0,0,0
2318_01,Earth,0,TRAPPIST-1e,18.0,0,128.0,37.0,626.0,0.0,5.0,0,1,0,F,P,Front,796.0,1,1,1,0,1,1,0,0,1,0,0
2319_01,Earth,1,PSO J318.5-22,57.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2320_01,Earth,0,55 Cancri e,26.2,0,0.0,760.0,0.0,21.0,23.0,0,1,0,F,S,Front,804.0,0,0,1,1,0,0,1,0,1,0,0
2321_01,Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2325_01,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2327_01,Europa,0,TRAPPIST-1e,32.0,0,0.0,4106.0,388.0,892.0,2.0,1,1,0,B,P,Front,5388.0,0,0,1,1,1,1,1,1,1,0,1
2329_01,Mars,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2332_01,Earth,0,TRAPPIST-1e,21.0,0,556.0,0.0,20.0,1589.0,0.0,0,1,0,F,S,Front,2165.0,1,1,0,0,1,0,1,1,0,0,0
2333_01,Mars,0,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,E,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2336_01,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,A,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2336_02,Europa,0,TRAPPIST-1e,44.0,1,1409.0,910.0,17.0,1452.0,3782.0,0,2,1,A,S,Front,7570.0,1,1,1,1,1,0,1,1,1,1,1
2338_01,Earth,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2338_02,Earth,0,TRAPPIST-1e,26.0,0,14.0,0.0,0.0,857.0,0.0,0,2,1,F,P,Second,871.0,1,0,0,0,0,0,1,1,0,0,0
2339_01,Mars,0,TRAPPIST-1e,46.0,0,1290.0,0.0,57.0,0.0,0.0,0,1,0,F,P,Second,1347.0,1,1,0,0,1,0,0,0,0,0,0
2340_01,Earth,0,PSO J318.5-22,24.0,0,0.0,0.0,648.0,0.0,0.0,0,1,0,F,S,Front,648.0,0,0,0,0,1,1,0,0,0,0,0
2341_01,Earth,0,TRAPPIST-1e,15.0,0,0.0,785.0,0.0,0.0,0.0,1,1,0,F,S,Front,785.0,0,0,1,1,0,0,0,0,0,0,0
2345_01,Earth,1,PSO J318.5-22,53.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2347_01,Earth,1,55 Cancri e,28.0,0,613.0,22.0,0.0,0.0,0.0,0,7,1,F,P,Second,635.0,1,1,1,0,0,0,0,0,0,0,0
2347_02,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2347_03,Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2347_04,Earth,1,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2347_05,Earth,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2347_06,Earth,0,55 Cancri e,31.0,0,1.0,48.6,2.0,605.0,0.0,0,7,1,G,P,Front,656.6,1,0,1,0,1,0,1,1,0,0,0
2347_07,Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2348_01,Europa,0,55 Cancri e,44.0,1,0.0,1223.0,78.0,1418.0,1239.0,0,1,0,D,S,Front,3958.0,0,0,1,1,1,1,1,1,1,1,1
2349_01,Earth,0,TRAPPIST-1e,35.0,0,0.0,722.0,0.0,0.0,185.0,0,1,0,G,S,Front,907.0,0,0,1,1,0,0,0,0,1,1,0
2353_01,Earth,0,TRAPPIST-1e,30.0,0,27.0,5412.0,86.0,301.8,0.0,1,2,1,G,S,Front,5826.8,1,0,1,1,1,1,1,1,0,0,1
2353_02,Earth,0,55 Cancri e,13.0,0,880.0,0.0,0.0,0.0,0.0,0,2,1,F,S,Front,880.0,1,1,0,0,0,0,0,0,0,0,0
2356_01,Mars,0,TRAPPIST-1e,45.0,1,773.0,82.0,0.0,6.0,0.0,0,3,1,D,S,Front,861.0,1,1,1,0,0,0,1,0,0,0,0
2356_02,Mars,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,D,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2356_03,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,D,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2357_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,409.0,994.0,215.0,0.0,0,1,0,E,P,Front,1618.0,0,0,1,1,1,1,1,1,0,0,0
2360_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2361_01,Earth,1,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2361_02,Earth,0,55 Cancri e,29.0,0,0.0,0.0,792.0,0.0,0.0,1,2,1,F,P,Second,792.0,0,0,0,0,1,1,0,0,0,0,0
2363_01,Europa,0,TRAPPIST-1e,28.0,0,2416.0,8926.0,41.0,1.0,462.0,1,1,0,C,S,Front,11846.0,1,1,1,1,1,0,1,0,1,1,1
2364_01,Earth,0,TRAPPIST-1e,44.0,0,0.0,4.0,6.0,864.0,33.0,1,1,0,G,P,Front,907.0,0,0,1,0,1,0,1,1,1,0,0
2365_01,Europa,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,D,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2366_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,F,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2367_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,1.0,644.0,0.0,0,1,0,F,P,Second,645.0,0,0,0,0,1,0,1,1,0,0,0
2368_01,Mars,0,TRAPPIST-1e,22.0,0,579.0,0.0,267.0,0.0,108.0,0,1,0,E,P,Front,954.0,1,1,0,0,1,1,0,0,1,0,0
2369_01,Earth,0,TRAPPIST-1e,30.0,0,3.0,0.0,880.0,0.0,40.0,0,1,0,F,P,Second,923.0,1,0,0,0,1,1,0,0,1,0,0
2373_01,Europa,0,TRAPPIST-1e,36.0,0,0.0,4756.0,0.0,7818.0,96.0,0,1,0,D,S,Front,12670.0,0,0,1,1,0,0,1,1,1,0,1
2374_01,Mars,0,TRAPPIST-1e,20.0,0,464.0,0.0,1432.0,0.0,0.0,1,1,0,E,S,Front,1896.0,1,1,0,0,1,1,0,0,0,0,0
2375_01,Earth,0,55 Cancri e,22.0,0,0.0,0.0,659.0,94.0,0.0,1,1,0,G,P,Front,753.0,0,0,0,0,1,1,1,0,0,0,0
2376_01,Earth,0,55 Cancri e,22.0,0,0.0,30.0,0.0,0.0,673.0,0,1,0,F,S,Front,703.0,0,0,1,0,0,0,0,0,1,1,0
2377_01,Europa,1,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2379_01,Earth,0,TRAPPIST-1e,35.0,0,194.0,0.0,678.0,0.0,0.0,0,1,0,F,P,Second,872.0,1,1,0,0,1,1,0,0,0,0,0
2382_01,Earth,0,55 Cancri e,41.0,0,0.0,33.0,0.0,1324.0,0.0,0,1,0,F,P,Second,1357.0,0,0,1,0,0,0,1,1,0,0,0
2384_01,Earth,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_02,Earth,1,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_03,Earth,0,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_04,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_05,Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_06,Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,0,7,1,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2384_07,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1,G,S,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2385_01,Mars,0,TRAPPIST-1e,23.0,0,1773.0,0.0,78.0,0.0,3.0,0,1,0,F,S,Front,1854.0,1,1,0,0,1,1,0,0,1,0,0
2387_01,Earth,0,TRAPPIST-1e,58.0,0,3.8,400.0,0.0,690.0,490.0,1,1,0,E,P,Front,1583.8,1,0,1,1,0,0,1,1,1,1,0
2389_01,Earth,0,TRAPPIST-1e,22.0,0,0.0,46.0,0.0,676.0,0.0,0,1,0,G,S,Front,722.0,0,0,1,0,0,0,1,1,0,0,0
2390_01,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,490.8,59.0,4120.0,0,1,0,G,P,Front,4669.8,0,0,0,0,1,1,1,0,1,1,1
2391_01,Earth,0,TRAPPIST-1e,20.0,0,768.0,19.0,0.0,1.0,0.0,0,1,0,E,P,Front,788.0,1,1,1,0,0,0,1,0,0,0,0
2392_01,Earth,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2395_01,Earth,0,TRAPPIST-1e,49.0,0,712.0,1.0,0.0,0.0,0.0,0,1,0,G,P,Front,713.0,1,1,1,0,0,0,0,0,0,0,0
2396_01,Earth,0,TRAPPIST-1e,46.0,0,0.0,557.0,0.0,287.0,781.0,0,2,1,E,S,Front,1625.0,0,0,1,1,0,0,1,1,1,1,0
2396_02,Earth,0,TRAPPIST-1e,30.0,0,854.0,0.0,30.0,0.0,0.0,0,2,1,G,S,Front,884.0,1,1,0,0,1,0,0,0,0,0,0
2397_01,Earth,0,55 Cancri e,36.0,0,0.0,810.0,0.0,0.0,0.0,0,1,0,G,S,Front,810.0,0,0,1,1,0,0,0,0,0,0,0
2398_01,Earth,0,TRAPPIST-1e,21.0,0,0.0,780.0,44.0,0.0,5.0,0,1,0,F,P,Second,829.0,0,0,1,1,1,0,0,0,1,0,0
2399_01,Mars,0,TRAPPIST-1e,25.0,1,854.0,0.0,319.0,0.0,0.0,0,1,0,E,S,Front,1173.0,1,1,0,0,1,1,0,0,0,0,0
2401_01,Earth,1,PSO J318.5-22,42.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2402_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2403_01,Earth,0,TRAPPIST-1e,25.0,0,7.0,0.0,0.0,877.0,0.0,0,1,0,G,S,Front,884.0,1,0,0,0,0,0,1,1,0,0,0
2404_01,Europa,0,TRAPPIST-1e,29.0,0,0.0,544.0,7.0,2650.0,1561.0,0,4,1,C,S,Front,4762.0,0,0,1,1,1,0,1,1,1,1,1
2404_02,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,C,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2404_03,Europa,0,55 Cancri e,36.0,0,828.0,5553.0,130.0,47.0,1171.0,1,4,1,C,S,Front,7729.0,1,1,1,1,1,1,1,0,1,1,1
2404_04,Europa,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,C,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2406_01,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2409_01,Earth,0,55 Cancri e,22.0,0,292.0,395.0,0.0,0.0,3.0,0,2,1,F,P,Second,690.0,1,1,1,1,0,0,0,0,1,0,0
2409_02,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2410_01,Earth,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2411_01,Earth,0,TRAPPIST-1e,29.0,0,19.0,2115.0,17.0,564.2,0.0,1,1,0,F,P,Second,2715.2,1,0,1,1,1,0,1,1,0,0,0
2412_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2413_01,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2414_01,Europa,0,TRAPPIST-1e,42.0,0,0.0,1829.0,2.0,3133.0,2447.0,0,1,0,T,P,Front,7411.0,0,0,1,1,1,0,1,1,1,1,1
2416_01,Earth,0,TRAPPIST-1e,43.0,0,9.0,0.0,1079.0,0.0,729.0,0,1,0,G,S,Front,1817.0,1,0,0,0,1,1,0,0,1,1,0
2417_01,Earth,0,TRAPPIST-1e,32.0,0,11.0,31.0,0.0,836.0,9.0,0,1,0,G,P,Front,887.0,1,0,1,0,0,0,1,1,1,0,0
2419_01,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2421_01,Mars,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,E,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2423_01,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2424_01,Earth,0,TRAPPIST-1e,34.0,0,34.0,223.0,1559.0,0.0,0.0,1,1,0,G,S,Front,1816.0,1,0,1,1,1,1,0,0,0,0,0
2426_01,Mars,1,TRAPPIST-1e,70.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2426_02,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1,F,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2427_01,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,B,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2429_01,Earth,0,TRAPPIST-1e,17.0,0,112.0,56.0,332.0,0.0,606.0,0,1,0,F,P,Second,1106.0,1,0,1,0,1,1,0,0,1,1,0
2431_01,Earth,0,TRAPPIST-1e,13.0,0,0.0,2.0,0.0,566.0,208.0,0,1,0,F,P,Second,776.0,0,0,1,0,0,0,1,1,1,1,0
2432_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,79.0,0.0,0.0,0,1,0,F,P,Second,79.0,0,0,0,0,1,1,0,0,0,0,0
2433_01,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,C,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2435_01,Earth,0,TRAPPIST-1e,33.0,0,4.0,0.0,28.0,0.0,2757.0,0,1,0,F,S,Front,2789.0,1,0,0,0,1,0,0,0,1,1,0
2436_01,Earth,0,TRAPPIST-1e,21.0,0,759.0,0.0,0.0,355.8,40.0,0,1,0,F,P,Second,1154.8,1,1,0,0,0,0,1,1,1,0,0
2438_01,Mars,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2439_01,Earth,0,TRAPPIST-1e,24.0,0,227.0,537.0,13.0,0.0,0.0,1,1,0,F,P,Second,777.0,1,1,1,1,1,0,0,0,0,0,0
2441_01,Earth,0,55 Cancri e,17.0,0,0.0,11.0,493.0,0.0,372.0,0,1,0,F,S,Front,876.0,0,0,1,0,1,1,0,0,1,1,0
2442_01,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,F,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2443_01,Mars,0,TRAPPIST-1e,31.0,0,1458.0,421.0,76.0,0.0,0.0,0,1,0,D,P,Front,1955.0,1,1,1,1,1,1,0,0,0,0,0
2444_01,Earth,0,55 Cancri e,43.0,0,6.0,236.0,3.0,448.0,54.0,0,1,0,F,P,Second,747.0,1,0,1,1,1,0,1,1,1,0,0
2445_01,Earth,0,TRAPPIST-1e,43.0,0,602.0,3.0,27.0,89.0,69.0,0,1,0,E,S,Front,790.0,1,1,1,0,1,0,1,0,1,0,0
2446_01,Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,661.0,0.0,94.0,1,1,0,F,P,Second,755.0,0,0,0,0,1,1,0,0,1,0,0
2449_01,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,F,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2449_02,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,0,3,1,E,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2449_03,Mars,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,F,P,Second,0.0,0,0,0,0,0,0,0,0,0,0,0
2451_01,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2452_01,Earth,0,55 Cancri e,42.0,0,526.0,2.0,28.0,161.0,258.0,0,1,0,F,S,Front,975.0,1,1,1,0,1,0,1,1,1,1,0
2453_01,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,E,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2454_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,157.0,644.0,0,1,0,F,P,Second,801.0,0,0,0,0,0,0,1,1,1,1,0
2455_01,Mars,0,TRAPPIST-1e,42.0,0,554.0,0.0,1168.0,0.0,275.0,0,1,0,F,S,Front,1997.0,1,1,0,0,1,1,0,0,1,1,0
2456_01,Earth,1,PSO J318.5-22,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2457_01,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2458_01,Earth,0,TRAPPIST-1e,21.0,0,31.0,93.0,578.0,0.0,0.0,1,1,0,F,P,Second,702.0,1,0,1,0,1,1,0,0,0,0,0
2460_01,Earth,1,PSO J318.5-22,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,G,P,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2461_01,Earth,1,TRAPPIST-1e,69.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2462_01,Earth,1,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,G,S,Front,0.0,0,0,0,0,0,0,0,0,0,0,0
2463_01,Earth,0,TRAPPIST-1e,48.0,0,58.0,0.0,12.0,0.0,0.0,0,1,0,E,S,Front,70.0,1,0,0,0,1,0,0,0,0,0,0
2466_01,Earth,0,TRAPPIST-1e,42.0,0,799.8,1.0,61.0,897.0,0.0,0,1,0,F,S,Front,1758.8,1,1,1,0,1,0,1,1,0,0,0
2467_01,Mars,0,TRAPPIST-1e,42.0,0,999.0,0.0,49.0,0.0,11.0,0,1,0,D,S,Front,1059.0,1,1,0,0,1,0,0,0,1,0,0
2470_01,Earth,0,TRAPPIST-1e,23.0,0,139.0,0.0,0.0,567.0,0.0,0,2,1,G,S,Front,706.0,1,1,0,0,0,0,1,1,0,0,0
2470_02,Earth,0,TRAPPIST-1e,26.0,0,0.0,868.4,0.0,543.0,7.2,0,2,1,G,S,Front,1418.6000000000001,0,0,1,1,0,0,1,1,1,0,0
2471_01,Earth,0,TRAPPIST-1e,45.0,0,0.0,0.0,450.0,94.0,364.0,0,1,0,G,P,Front,908.0,0,0,0,0,1,1,1,0,1,1,0
